"","rhessys_version","tec_file","world_file","world_hdr_prefix","flow_file","start_date","end_date","output_folder","output_filename","command_options","par_dated_id","dated_id","par_id","...defs.shallow.def.pore_size_index","...defs.shallow.def.psi_air_entry","...defs.shallow.def.group_id","...defs.veg_liveoak.def.epc.leaf_cn","...defs.veg_liveoak.def.epc.branch_turnover","...defs.veg_liveoak.def.epc.gl_smax","...defs.veg_liveoak.def.epc.flnr_age_mult","...defs.veg_liveoak.def.epc.litter_moist_coef","...defs.veg_liveoak.def.epc.psi_close","...defs.veg_liveoak.def.mrc.q10","...defs.veg_liveoak.def.epc.vpd_close","...defs.veg_liveoak.def.epc.leaf_turnover","...defs.veg_liveoak.def.epc.froot_turnover","...defs.veg_liveoak.def.epc.storage_transfer_prop","...defs.veg_liveoak.def.epc.height_to_stem_coef","...defs.veg_liveoak.def.epc.waring_pa","...defs.veg_liveoak.def.epc.root_distrib_parm","...defs.veg_liveoak.def.epc.proj_sla","...defs.veg_liveoak.def.epc.alloc_stemc_leafc","...defs.veg_liveoak.def.epc.ext_coef","...defs.veg_liveoak.def.specific_rain_capacity","...defs.veg_liveoak.def.epc.netpabs_age_mult","...defs.veg_liveoak.def.epc.cpool_mort_fract","...defs.veg_liveoak.def.epc.livewood_turnover","...defs.veg_liveoak.def.epc.waring_pb","...defs.veg_liveoak.def.epc.min_leaf_carbon","...defs.veg_liveoak.def.epc.resprout_leaf_carbon","...defs.veg_liveoak.def.epc.alloc_frootc_leafc","...defs.veg_liveoak.def.epc.alloc_frootc_crootc","...defs.veg_liveoak.def.epc.alloc_prop_day_growth","...defs.veg_liveoak.def.epc.day_leafon","...defs.veg_liveoak.def.epc.day_leafoff","...defs.veg_liveoak.def.epc.ndays_expand","...defs.veg_liveoak.def.epc.ndays_litfall","...defs.veg_liveoak.def.group_id","def_id","...defs.stdbasin.def.group_id","...defs.stdhillslope.def.group_id","...defs.stdzone.def.group_id","...defs.lu_undev.def.group_id","all_id","hdr_id","run"
"1312","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1312,0,1312,0.152808014331385,0.242911532728467,1312,50.8230829564855,0.0114420836898033,0.00501440499620978,0.0496322263587266,0.000517253688504826,-6.49874015338719,2.09061808109749,5182.13466726989,0.681567637734115,0.454018029617146,0.570107518723235,0.409265424823388,0.266169827806298,6.53502405229956,14.7660047505051,1.65433535969583,0.611857456812635,0.000229259245634079,0.276992474885192,0.0251406558902934,0.837989389048889,0.76697138581425,0.00814170388622768,0.0061523311836645,0.943664722148329,0.743233730583452,0.515144594644662,296.094680417329,63.379187066108,53.0684615904465,50.3951917097438,1312,1312,0,0,0,0,1312,1312,1312
"1361","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1361,0,1361,0.194679278493859,0.246376492413692,1361,48.1545244017616,0.00856281792842783,0.00503845927750692,0.0518836696581915,0.000693761354398448,-4.83063286030665,2.29303497244604,4531.00716845877,0.786445793025196,0.610109582846053,0.690611038263887,0.483463776705321,0.263442462615203,6.40153149329126,16.7599453143775,1.52421027725423,0.718464769499376,0.000246191419400275,0.306478530894965,0.0326737217915244,0.785871437909082,0.640620251940563,0.00840326993316831,0.00693238504929468,0.94480768234469,0.621297644055449,0.458358496907167,293.225968599319,64.3667948748916,50.8963687326759,49.9888883789536,1361,1361,0,0,0,0,1361,1361,1361
"1373","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1373,0,1373,0.158692335495725,0.184139435729012,1373,47.9160030838102,0.00901291390219703,0.00520212224980351,0.0502763801855966,0.000596634224563558,-4.95368083752692,2.22448918184265,3911.4041413907,0.795733999311924,0.634937500483356,0.563532100683078,0.390002791129518,0.261581952895504,6.37034847065806,19.7236220985651,1.66124560426269,0.632849153858144,0.000244802038215101,0.310777421777602,0.0464589774398599,0.682598669882864,0.875052794869989,0.008201939661521,0.00718140738504008,0.919195771810599,0.633453675527126,0.457886434062384,287.884583730251,58.7862384933978,53.3230146439746,51.1446120648179,1373,1373,0,0,0,0,1373,1373,1373
"1401","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1401,0,1401,0.185333075919189,0.191222262994852,1401,43.4211411885917,0.0114587882648688,0.00525261066479143,0.0451563882954419,0.000508855148243997,-4.51954857818782,2.13413342267275,4537.70846720412,0.750977367926389,0.416206179787405,0.675004058293998,0.487413127324544,0.261967463362962,6.58838430773467,14.6833277493715,1.58427345096343,0.684067790033529,0.000244781742595136,0.294667775596026,0.0491380011809058,0.63428051202558,0.824593442536425,0.00817359444831219,0.00751531138969585,0.971153577080928,0.773687962156255,0.493208069026005,287.747204590589,59.3830244708806,51.8348698364571,49.9504475593567,1401,1401,0,0,0,0,1401,1401,1401
"1405","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1405,0,1405,0.186828046226874,0.215791429062374,1405,41.0025712708011,0.0097202467228286,0.00650835361693986,0.047857326348871,0.000589218733981531,-4.97885956289247,2.16478982635308,4830.98822549731,0.70843900394626,0.517141378610395,0.653970138607547,0.480314837594051,0.268968121279031,6.66962478291243,17.193307608366,1.58193502491503,0.659660874061054,0.000229879464924335,0.285707474038936,0.0529621798480395,0.778842169074342,0.926153356567956,0.00841353513129475,0.00769541321694851,0.97573949123174,0.722335703305435,0.552694919928908,286.728920668364,60.0441022627056,50.759581447579,51.6897457407322,1405,1405,0,0,0,0,1405,1405,1405
"1410","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1410,0,1410,0.195342443636619,0.207765849940479,1410,46.1580294650048,0.0106042830601335,0.00550530734687112,0.0453805102190003,0.00060175747129526,-5.80788798024878,2.26055039577186,4615.3613244649,0.779433160154149,0.532370400414802,0.629674093555659,0.262248110841028,0.301626437089872,6.33109900634736,17.8427501507103,1.66788418028364,0.598014517778531,0.000230222166009247,0.316562371158507,0.053659564304864,0.766560785053298,0.799592784196138,0.00813805414541252,0.00714470593072474,0.990035365081392,0.724493721511681,0.478886949953158,295.391434106976,58.2676110509783,50.6483990335837,50.093699543504,1410,1410,0,0,0,0,1410,1410,1410
"1411","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1411,0,1411,0.195656292601489,0.172229310164694,1411,48.1686168536544,0.00929769979096018,0.00480561372108757,0.0410935957688838,0.000567784794775862,-5.94270868739113,2.20343885134906,5318.0511678867,0.767523051975295,0.529437340297736,0.586288999244571,0.386350944871083,0.265799499992281,6.78041880596429,17.3100833892822,1.73344921123097,0.592850444611162,0.00024185493928194,0.296788160542492,0.0358664339885116,0.63588206985034,0.88187097203685,0.00823440683225962,0.00645588392950594,0.940514824569225,0.781966492808424,0.551904643741436,292.270890884101,61.6594738699496,50.8355166921392,50.9363851577509,1411,1411,0,0,0,0,1411,1411,1411
"1447","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1447,0,1447,0.182276676506735,0.217266704244539,1447,40.9205766953528,0.00986543588554487,0.00540151500068139,0.041168944317475,0.00052060710967835,-6.34074155287817,2.1449726838246,5054.56781865284,0.778890098268166,0.567602990106679,0.821756880339235,0.332057372259442,0.26952717292821,6.79785969182849,21.4086834322661,1.37641552697029,0.705281148388982,0.000249743882931769,0.275627110612113,0.0471830409929622,0.703389904452488,0.76145866015926,0.00830797666142974,0.00662713063275442,0.920271398097277,0.624516341555864,0.501458459261339,296.701805118471,62.4243008699268,50.8425152553245,49.5770262572914,1447,1447,0,0,0,0,1447,1447,1447
"1469","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1469,0,1469,0.156656469912268,0.201926087245811,1469,57.5873514637351,0.0108112441970501,0.00574041146630421,0.0425033317465335,0.000566828526162729,-5.52623081067577,2.11077520827297,4983.31749069132,0.768104083016515,0.565341219929978,0.591444329069927,0.264146551548038,0.308407387931366,6.43154209088534,17.3235184624791,1.64466712102969,0.681431242034072,0.00023287917111814,0.299978731612209,0.0363672790414654,0.827610543239862,0.7716866253037,0.00830600730286445,0.00711132474802434,1.00189577518031,0.6313336037728,0.469956349779386,295.393540352583,64.7866860926151,51.9564188374206,50.7045884493273,1469,1469,0,0,0,0,1469,1469,1469
"1511","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1511,0,1511,0.194679278493859,0.246376492413692,1511,48.1545244017616,0.00856281792842783,0.00503845927750692,0.0518836696581915,0.000693761354398448,-6.10226091044024,2.19115416484885,4531.00716845877,0.786445793025196,0.610109582846053,0.690611038263887,0.483463776705321,0.263442462615203,6.40153149329126,16.7599453143775,1.52421027725423,0.718464769499376,0.000246191419400275,0.306478530894965,0.0326737217915244,0.785871437909082,0.640620251940563,0.00840326993316831,0.00693238504929468,0.94480768234469,0.621297644055449,0.458358496907167,293.225968599319,64.3667948748916,50.8963687326759,49.9888883789536,1511,1511,0,0,0,0,1511,1511,1511
"1523","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1523,0,1523,0.158692335495725,0.184139435729012,1523,47.9160030838102,0.00901291390219703,0.00520212224980351,0.0502763801855966,0.000596634224563558,-4.75247471919283,2.27300042707939,3911.4041413907,0.795733999311924,0.634937500483356,0.563532100683078,0.390002791129518,0.261581952895504,6.37034847065806,19.7236220985651,1.66124560426269,0.632849153858144,0.000244802038215101,0.310777421777602,0.0464589774398599,0.682598669882864,0.875052794869989,0.008201939661521,0.00718140738504008,0.919195771810599,0.633453675527126,0.457886434062384,287.884583730251,58.7862384933978,53.3230146439746,51.1446120648179,1523,1523,0,0,0,0,1523,1523,1523
"1560","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1560,0,1560,0.195342443636619,0.207765849940479,1560,46.1580294650048,0.0106042830601335,0.00550530734687112,0.0453805102190003,0.00060175747129526,-5.78803284745663,2.17522969564423,4615.3613244649,0.779433160154149,0.532370400414802,0.629674093555659,0.262248110841028,0.301626437089872,6.33109900634736,17.8427501507103,1.66788418028364,0.598014517778531,0.000230222166009247,0.316562371158507,0.053659564304864,0.766560785053298,0.799592784196138,0.00813805414541252,0.00714470593072474,0.990035365081392,0.724493721511681,0.478886949953158,295.391434106976,58.2676110509783,50.6483990335837,50.093699543504,1560,1560,0,0,0,0,1560,1560,1560
"1561","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1561,0,1561,0.195656292601489,0.172229310164694,1561,48.1686168536544,0.00929769979096018,0.00480561372108757,0.0410935957688838,0.000567784794775862,-6.18062113737687,2.23730044806376,5318.0511678867,0.767523051975295,0.529437340297736,0.586288999244571,0.386350944871083,0.265799499992281,6.78041880596429,17.3100833892822,1.73344921123097,0.592850444611162,0.00024185493928194,0.296788160542492,0.0358664339885116,0.63588206985034,0.88187097203685,0.00823440683225962,0.00645588392950594,0.940514824569225,0.781966492808424,0.551904643741436,292.270890884101,61.6594738699496,50.8355166921392,50.9363851577509,1561,1561,0,0,0,0,1561,1561,1561
"1597","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1597,0,1597,0.182276676506735,0.217266704244539,1597,40.9205766953528,0.00986543588554487,0.00540151500068139,0.041168944317475,0.00052060710967835,-4.62159299245104,2.1160690934211,5054.56781865284,0.778890098268166,0.567602990106679,0.821756880339235,0.332057372259442,0.26952717292821,6.79785969182849,21.4086834322661,1.37641552697029,0.705281148388982,0.000249743882931769,0.275627110612113,0.0471830409929622,0.703389904452488,0.76145866015926,0.00830797666142974,0.00662713063275442,0.920271398097277,0.624516341555864,0.501458459261339,296.701805118471,62.4243008699268,50.8425152553245,49.5770262572914,1597,1597,0,0,0,0,1597,1597,1597
"1612","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1612,0,1612,0.152808014331385,0.242911532728467,1612,50.8230829564855,0.0114420836898033,0.00501440499620978,0.0496322263587266,0.000549566803998314,-6.49874015338719,2.18377816996537,5182.13466726989,0.681567637734115,0.454018029617146,0.570107518723235,0.409265424823388,0.266169827806298,6.53502405229956,14.7660047505051,1.65433535969583,0.611857456812635,0.000229259245634079,0.276992474885192,0.0251406558902934,0.837989389048889,0.76697138581425,0.00814170388622768,0.0061523311836645,0.943664722148329,0.743233730583452,0.515144594644662,296.094680417329,63.379187066108,53.0684615904465,50.3951917097438,1612,1612,0,0,0,0,1612,1612,1612
"1661","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1661,0,1661,0.194679278493859,0.246376492413692,1661,48.1545244017616,0.00856281792842783,0.00503845927750692,0.0518836696581915,0.000693761354398448,-6.10226091044024,2.29303497244604,4962.74332758226,0.786445793025196,0.610109582846053,0.690611038263887,0.483463776705321,0.263442462615203,6.40153149329126,16.7599453143775,1.52421027725423,0.718464769499376,0.000246191419400275,0.306478530894965,0.0326737217915244,0.785871437909082,0.640620251940563,0.00840326993316831,0.00693238504929468,0.94480768234469,0.621297644055449,0.458358496907167,293.225968599319,64.3667948748916,50.8963687326759,49.9888883789536,1661,1661,0,0,0,0,1661,1661,1661
"1673","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1673,0,1673,0.158692335495725,0.184139435729012,1673,47.9160030838102,0.00901291390219703,0.00520212224980351,0.0502763801855966,0.000596634224563558,-4.75247471919283,2.22448918184265,4060.57155820355,0.795733999311924,0.634937500483356,0.563532100683078,0.390002791129518,0.261581952895504,6.37034847065806,19.7236220985651,1.66124560426269,0.632849153858144,0.000244802038215101,0.310777421777602,0.0464589774398599,0.682598669882864,0.875052794869989,0.008201939661521,0.00718140738504008,0.919195771810599,0.633453675527126,0.457886434062384,287.884583730251,58.7862384933978,53.3230146439746,51.1446120648179,1673,1673,0,0,0,0,1673,1673,1673
"1710","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1710,0,1710,0.195342443636619,0.207765849940479,1710,46.1580294650048,0.0106042830601335,0.00550530734687112,0.0453805102190003,0.00060175747129526,-5.78803284745663,2.26055039577186,5118.54346396215,0.779433160154149,0.532370400414802,0.629674093555659,0.262248110841028,0.301626437089872,6.33109900634736,17.8427501507103,1.66788418028364,0.598014517778531,0.000230222166009247,0.316562371158507,0.053659564304864,0.766560785053298,0.799592784196138,0.00813805414541252,0.00714470593072474,0.990035365081392,0.724493721511681,0.478886949953158,295.391434106976,58.2676110509783,50.6483990335837,50.093699543504,1710,1710,0,0,0,0,1710,1710,1710
"1711","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1711,0,1711,0.195656292601489,0.172229310164694,1711,48.1686168536544,0.00929769979096018,0.00480561372108757,0.0410935957688838,0.000567784794775862,-6.18062113737687,2.20343885134906,4373.87184901163,0.767523051975295,0.529437340297736,0.586288999244571,0.386350944871083,0.265799499992281,6.78041880596429,17.3100833892822,1.73344921123097,0.592850444611162,0.00024185493928194,0.296788160542492,0.0358664339885116,0.63588206985034,0.88187097203685,0.00823440683225962,0.00645588392950594,0.940514824569225,0.781966492808424,0.551904643741436,292.270890884101,61.6594738699496,50.8355166921392,50.9363851577509,1711,1711,0,0,0,0,1711,1711,1711
"1747","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1747,0,1747,0.182276676506735,0.217266704244539,1747,40.9205766953528,0.00986543588554487,0.00540151500068139,0.041168944317475,0.00052060710967835,-4.62159299245104,2.1449726838246,5459.73092520237,0.778890098268166,0.567602990106679,0.821756880339235,0.332057372259442,0.26952717292821,6.79785969182849,21.4086834322661,1.37641552697029,0.705281148388982,0.000249743882931769,0.275627110612113,0.0471830409929622,0.703389904452488,0.76145866015926,0.00830797666142974,0.00662713063275442,0.920271398097277,0.624516341555864,0.501458459261339,296.701805118471,62.4243008699268,50.8425152553245,49.5770262572914,1747,1747,0,0,0,0,1747,1747,1747
"1762","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1762,0,1762,0.152808014331385,0.242911532728467,1762,50.8230829564855,0.0114420836898033,0.00501440499620978,0.0496322263587266,0.000549566803998314,-6.49874015338719,2.09061808109749,4868.31665843911,0.681567637734115,0.454018029617146,0.570107518723235,0.409265424823388,0.266169827806298,6.53502405229956,14.7660047505051,1.65433535969583,0.611857456812635,0.000229259245634079,0.276992474885192,0.0251406558902934,0.837989389048889,0.76697138581425,0.00814170388622768,0.0061523311836645,0.943664722148329,0.743233730583452,0.515144594644662,296.094680417329,63.379187066108,53.0684615904465,50.3951917097438,1762,1762,0,0,0,0,1762,1762,1762
"1798","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1798,0,1798,0.183879209095612,0.203491911813617,1798,42.3025783151388,0.00838193625295535,0.00587410599953961,0.0453475787216797,0.000538613711597864,-5.3011287227273,2.10840913896915,4955.48397118412,0.736761156953871,0.531132068312727,0.610044221514836,0.327505719265901,0.289340831411537,6.62667691726238,14.3420217167586,1.44086453886074,0.732528172163526,0.000238453618355095,0.291607217087876,0.0255770695874467,0.839809296447784,0.724195417317096,0.00839790337243071,0.00698437249008566,0.932292465624399,0.740869354747701,0.513035167027265,296.07556848228,60.337063498795,50.9362716320902,51.9612364792265,1798,1798,0,0,0,0,1798,1798,1798
"1823","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1823,0,1823,0.158692335495725,0.184139435729012,1823,47.9160030838102,0.00901291390219703,0.00520212224980351,0.0502763801855966,0.000596634224563558,-4.75247471919283,2.22448918184265,3911.4041413907,0.796707044141367,0.634937500483356,0.563532100683078,0.390002791129518,0.261581952895504,6.37034847065806,19.7236220985651,1.66124560426269,0.632849153858144,0.000244802038215101,0.310777421777602,0.0464589774398599,0.682598669882864,0.875052794869989,0.008201939661521,0.00718140738504008,0.919195771810599,0.633453675527126,0.457886434062384,287.884583730251,58.7862384933978,53.3230146439746,51.1446120648179,1823,1823,0,0,0,0,1823,1823,1823
"1855","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1855,0,1855,0.186828046226874,0.215791429062374,1855,41.0025712708011,0.0097202467228286,0.00650835361693986,0.047857326348871,0.000589218733981531,-5.77640412095934,2.16478982635308,4830.98822549731,0.747446206957102,0.517141378610395,0.653970138607547,0.480314837594051,0.268968121279031,6.66962478291243,17.193307608366,1.58193502491503,0.659660874061054,0.000229879464924335,0.285707474038936,0.0529621798480395,0.778842169074342,0.926153356567956,0.00841353513129475,0.00769541321694851,0.97573949123174,0.722335703305435,0.552694919928908,286.728920668364,60.0441022627056,50.759581447579,51.6897457407322,1855,1855,0,0,0,0,1855,1855,1855
"1860","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1860,0,1860,0.195342443636619,0.207765849940479,1860,46.1580294650048,0.0106042830601335,0.00550530734687112,0.0453805102190003,0.00060175747129526,-5.78803284745663,2.26055039577186,4615.3613244649,0.771539192572236,0.532370400414802,0.629674093555659,0.262248110841028,0.301626437089872,6.33109900634736,17.8427501507103,1.66788418028364,0.598014517778531,0.000230222166009247,0.316562371158507,0.053659564304864,0.766560785053298,0.799592784196138,0.00813805414541252,0.00714470593072474,0.990035365081392,0.724493721511681,0.478886949953158,295.391434106976,58.2676110509783,50.6483990335837,50.093699543504,1860,1860,0,0,0,0,1860,1860,1860
"1897","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1897,0,1897,0.182276676506735,0.217266704244539,1897,40.9205766953528,0.00986543588554487,0.00540151500068139,0.041168944317475,0.00052060710967835,-4.62159299245104,2.1449726838246,5054.56781865284,0.799642457207665,0.567602990106679,0.821756880339235,0.332057372259442,0.26952717292821,6.79785969182849,21.4086834322661,1.37641552697029,0.705281148388982,0.000249743882931769,0.275627110612113,0.0471830409929622,0.703389904452488,0.76145866015926,0.00830797666142974,0.00662713063275442,0.920271398097277,0.624516341555864,0.501458459261339,296.701805118471,62.4243008699268,50.8425152553245,49.5770262572914,1897,1897,0,0,0,0,1897,1897,1897
"1912","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1912,0,1912,0.152808014331385,0.242911532728467,1912,50.8230829564855,0.0114420836898033,0.00501440499620978,0.0496322263587266,0.000549566803998314,-6.49874015338719,2.09061808109749,5182.13466726989,0.731290852632374,0.454018029617146,0.570107518723235,0.409265424823388,0.266169827806298,6.53502405229956,14.7660047505051,1.65433535969583,0.611857456812635,0.000229259245634079,0.276992474885192,0.0251406558902934,0.837989389048889,0.76697138581425,0.00814170388622768,0.0061523311836645,0.943664722148329,0.743233730583452,0.515144594644662,296.094680417329,63.379187066108,53.0684615904465,50.3951917097438,1912,1912,0,0,0,0,1912,1912,1912
"1973","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",1973,0,1973,0.158692335495725,0.184139435729012,1973,47.9160030838102,0.00901291390219703,0.00520212224980351,0.0502763801855966,0.000596634224563558,-4.75247471919283,2.22448918184265,3911.4041413907,0.795733999311924,0.598750492194667,0.563532100683078,0.390002791129518,0.261581952895504,6.37034847065806,19.7236220985651,1.66124560426269,0.632849153858144,0.000244802038215101,0.310777421777602,0.0464589774398599,0.682598669882864,0.875052794869989,0.008201939661521,0.00718140738504008,0.919195771810599,0.633453675527126,0.457886434062384,287.884583730251,58.7862384933978,53.3230146439746,51.1446120648179,1973,1973,0,0,0,0,1973,1973,1973
"2001","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",2001,0,2001,0.185333075919189,0.191222262994852,2001,43.4211411885917,0.0114587882648688,0.00525261066479143,0.0451563882954419,0.000508855148243997,-6.12369776982814,2.13413342267275,4537.70846720412,0.750977367926389,0.563178386711515,0.675004058293998,0.487413127324544,0.261967463362962,6.58838430773467,14.6833277493715,1.58427345096343,0.684067790033529,0.000244781742595136,0.294667775596026,0.0491380011809058,0.63428051202558,0.824593442536425,0.00817359444831219,0.00751531138969585,0.971153577080928,0.773687962156255,0.493208069026005,287.747204590589,59.3830244708806,51.8348698364571,49.9504475593567,2001,2001,0,0,0,0,2001,2001,2001
